P16	0.980	0
P17	0.887	0
P18	0.889	0
P19	1.112	0
P20	1.350	0
P21	1.517	0
SD-	0.348	0
SD+	1.520	0
P5	-0.131	0
P6	-0.301	0
P7	-0.331	0
P8	-0.247	0
P9	-0.195	0
P10	0.743	0
P11	-0.198	0
P12	0.403	0
P13	0.390	0
P14	0.509	0
P15	0.787	0
P16	0.983	0
P17	0.891	0
P18	0.893	0
P19	1.115	0
P20	1.354	0
P21	1.521	0
SD-	0.353	0
SD+	1.524	0
P5	-0.127	0
P6	-0.297	0
P7	-0.327	0
P8	-0.243	0
P9	-0.191	0
P10	0.747	0
P11	-0.194	0
P12	0.407	0
P13	0.394	0
P14	0.513	0
P15	0.791	0
P16	0.987	0
P17	0.895	0
P18	0.897	0
P19	1.119	0
P20	1.358	0
P21	1.524	0
SD-	0.357	0
SD+	1.528	0
P5	-0.123	0
P6	-0.293	0
P7	-0.323	0
P8	-0.239	0
P9	-0.187	0
P10	0.751	0
P11	-0.190	0
P12	0.411	0
P13	0.398	0
P14	0.517	0
P15	0.795	0
P16	0.991	0
P17	0.899	0
P18	0.901	0
P19	1.123	0
P20	1.362	0
P21	1.528	0
SD-	0.361	0
SD+	1.532	0
P5	-0.119	0
P6	-0.289	0
P7	-0.319	0
P8	-0.235	0
P9	-0.183	0
P10	0.755	0
P11	-0.186	0
P12	0.415	0
P13	0.402	0
P14	0.521	0
P15	0.799	0
P16	0.995	0
P17	0.903	0
P18	0.905	0
P19	1.127	0
P20	1.366	0
P21	1.532	0
SD-	0.365	0
SD+	1.536	1
P5	-0.114	0
P6	-0.285	0
P7	-0.315	0
P8	-0.231	0
P9	-0.179	0
P10	0.759	0
P11	-0.182	0
P12	0.419	0
P13	0.406	0
P14	0.525	0
P15	0.803	0
P16	0.999	0
P17	0.906	0
P18	0.909	0
P19	1.131	0
P20	1.370	0
P21	1.536	0
SD-	0.369	0
SD+	1.540	0
P5	-0.110	0
P6	-0.281	0
P7	-0.311	0
P8	-0.227	0
P9	-0.176	0
P10	0.763	0
P11	-0.178	0
P12	0.423	0
P13	0.410	0
P14	0.529	0
P15	0.807	0
P16	1.003	0
P17	0.910	0
P18	0.913	0
P19	1.135	0
P20	1.373	0
P21	1.540	0
SD-	0.374	0
SD+	1.544	0
P5	-0.106	0
P6	-0.277	0
P7	-0.307	0
P8	-0.223	0
P9	-0.172	0
P10	0.767	0
P11	-0.174	0
P12	0.427	0
P13	0.414	0
P14	0.532	0
P15	0.811	0
P16	1.007	0
P17	0.914	0
P18	0.917	0
P19	1.139	0
P20	1.377	0
P21	1.544	0
SD-	0.378	0
SD+	1.548	0
P5	-0.102	0
P6	-0.273	0
P7	-0.303	0
P8	-0.219	0
P9	-0.168	0
P10	0.771	0
P11	-0.170	0
P12	0.431	0
P13	0.417	0
P14	0.536	0
P15	0.815	0
P16	1.011	0
P17	0.918	0
P18	0.921	0
P19	1.143	0
P20	1.381	0
P21	1.548	0
SD-	0.382	0
SD+	1.552	0
P5	-0.098	0
P6	-0.269	0
P7	-0.299	0
P8	-0.215	0
P9	-0.164	0
P10	0.775	0
P11	-0.166	0
P12	0.435	0
P13	0.421	0
P14	0.540	0
P15	0.819	0
P16	1.015	0
P17	0.922	0
P18	0.925	0
P19	1.147	0
P20	1.385	0
P21	1.552	0
SD-	0.386	0
SD+	1.556	0
P5	-0.094	0
P6	-0.265	0
P7	-0.295	0
P8	-0.211	0
P9	-0.160	0
P10	0.779	0
P11	-0.162	0
P12	0.438	0
P13	0.425	0
P14	0.544	0
P15	0.823	0
P16	1.019	0
P17	0.926	0
P18	0.928	0
P19	1.151	0
P20	1.389	1
P21	1.556	0
SD-	0.390	0
SD+	1.560	2
P5	-0.090	0
P6	-0.261	0
P7	-0.291	0
P8	-0.207	0
P9	-0.156	0
P10	0.783	0
P11	-0.158	0
P12	0.442	0
P13	0.429	0
P14	0.548	0
P15	0.827	0
P16	1.023	0
P17	0.930	0
P18	0.932	0
P19	1.155	0
P20	1.393	0
P21	1.560	0
SD-	0.395	0
SD+	1.564	0
P5	-0.086	0
P6	-0.257	0
P7	-0.287	0
P8	-0.203	0
P9	-0.152	0
P10	0.787	0
P11	-0.154	0
P12	0.446	0
P13	0.433	0
P14	0.552	0
P15	0.830	0
P16	1.027	0
P17	0.934	0
P18	0.936	0
P19	1.159	0
P20	1.397	0
P21	1.564	0
SD-	0.399	0
SD+	1.567	0
P5	-0.082	0
P6	-0.253	0
P7	-0.283	0
P8	-0.199	0
P9	-0.148	0
P10	0.791	0
P11	-0.150	0
P12	0.450	0
P13	0.437	0
P14	0.556	0
P15	0.834	0
P16	1.031	0
P17	0.938	0
P18	0.940	0
P19	1.162	0
P20	1.401	0
P21	1.567	0
SD-	0.403	0
SD+	1.571	0
P5	-0.078	0
P6	-0.249	0
P7	-0.279	0
P8	-0.195	0
P9	-0.144	0
P10	0.795	0
P11	-0.146	0
P12	0.454	0
P13	0.441	0
P14	0.560	0
P15	0.838	0
P16	1.034	0
P17	0.942	0
P18	0.944	0
P19	1.166	0
P20	1.405	0
P21	1.571	0
SD-	0.407	0
SD+	1.575	0
P5	-0.074	0
P6	-0.245	0
P7	-0.274	0
P8	-0.191	0
P9	-0.140	0
P10	0.799	0
P11	-0.142	0
P12	0.458	0
P13	0.445	0
P14	0.564	0
P15	0.842	0
P16	1.038	0
P17	0.946	0
P18	0.948	0
P19	1.170	0
P20	1.409	0
P21	1.575	0
SD-	0.411	0
SD+	1.579	0
P5	-0.070	0
P6	-0.241	0
P7	-0.270	0
P8	-0.187	0
P9	-0.136	0
P10	0.803	0
P11	-0.138	0
P12	0.462	0
P13	0.449	0
P14	0.568	0
P15	0.846	0
P16	1.042	0
P17	0.950	0
P18	0.952	0
P19	1.174	0
P20	1.413	1
P21	1.579	0
SD-	0.416	0
SD+	1.583	0
P5	-0.065	0
P6	-0.237	0
P7	-0.266	0
P8	-0.183	0
P9	-0.132	0
P10	0.807	0
P11	-0.134	0
P12	0.466	0
P13	0.453	0
P14	0.572	0
P15	0.850	0
P16	1.046	0
P17	0.953	0
P18	0.956	0
P19	1.178	0
P20	1.416	0
P21	1.583	0
SD-	0.420	0
SD+	1.587	0
P5	-0.061	0
P6	-0.233	0
P7	-0.262	0
P8	-0.179	0
P9	-0.128	0
P10	0.811	0
P11	-0.130	0
P12	0.470	0
P13	0.457	0
P14	0.576	0
P15	0.854	0
P16	1.050	0
P17	0.957	0
P18	0.960	0
P19	1.182	0
P20	1.420	0
P21	1.587	0
SD-	0.424	0
SD+	1.591	1
P5	-0.057	0
P6	-0.229	0
P7	-0.258	0
P8	-0.175	0
P9	-0.124	0
P10	0.815	0
P11	-0.126	0
P12	0.474	0
P13	0.461	0
P14	0.580	0
P15	0.858	0
P16	1.054	0
P17	0.961	0
P18	0.964	0
P19	1.186	0
P20	1.424	0
P21	1.591	0
SD-	0.428	0
SD+	1.595	0
P5	-0.053	0
P6	-0.225	0
P7	-0.254	0
P8	-0.171	0
P9	-0.120	0
P10	0.819	0
P11	-0.122	0
P12	0.478	0
P13	0.465	0
P14	0.584	0
P15	0.862	0
P16	1.058	0
P17	0.965	0
P18	0.968	0
P19	1.190	0
P20	1.428	0
P21	1.595	0
SD-	0.432	0
SD+	1.599	0
P5	-0.049	0
P6	-0.221	0
P7	-0.250	0
P8	-0.167	0
P9	-0.116	0
P10	0.823	0
P11	-0.118	0
P12	0.482	0
P13	0.469	0
P14	0.588	0
P15	0.866	0
P16	1.062	0
P17	0.969	0
P18	0.972	0
P19	1.194	0
P20	1.432	0
P21	1.599	0
SD-	0.437	0
SD+	1.603	0
P5	-0.045	0
P6	-0.217	0
P7	-0.246	0
P8	-0.163	0
P9	-0.112	0
P10	0.827	0
P11	-0.114	0
P12	0.486	0
P13	0.473	0
P14	0.592	0
P15	0.870	0
P16	1.066	0
P17	0.973	0
P18	0.975	0
P19	1.198	0
P20	1.436	2
P21	1.603	0
SD-	0.441	0
SD+	1.607	1
P5	-0.041	0
P6	-0.213	0
P7	-0.242	0
P8	-0.159	0
P9	-0.109	0
P10	0.831	0
P11	-0.110	0
P12	0.490	0
P13	0.476	0
P14	0.596	0
P15	0.874	0
P16	1.070	0
P17	0.977	0
P18	0.979	0
P19	1.202	0
P20	1.440	0
P21	1.607	0
SD-	0.445	0
SD+	1.610	0
P5	-0.037	0
P6	-0.209	0
P7	-0.238	0
P8	-0.155	0
P9	-0.105	0
P10	0.835	0
P11	-0.106	0
P12	0.493	0
P13	0.480	0
P14	0.600	0
P15	0.878	1
P16	1.074	0
P17	0.981	0
P18	0.983	0
P19	1.205	0
P20	1.444	0
P21	1.610	0
SD-	0.449	0
SD+	1.614	2
P5	-0.033	0
P6	-0.205	0
P7	-0.234	0
P8	-0.151	0
P9	-0.101	0
P10	0.839	0
P11	-0.102	0
P12	0.497	0
P13	0.484	0
P14	0.604	0
P15	0.881	0
P16	1.078	0
P17	0.985	0
P18	0.987	0
P19	1.209	0
P20	1.448	0
P21	1.614	1
SD-	0.453	0
SD+	1.618	0
P5	-0.029	0
P6	-0.201	0
P7	-0.230	0
P8	-0.147	0
P9	-0.097	0
P10	0.843	0
P11	-0.098	0
P12	0.501	0
P13	0.488	0
P14	0.607	0
P15	0.885	0
P16	1.082	0
P17	0.989	0
P18	0.991	0
P19	1.213	0
P20	1.452	0
P21	1.618	0
SD-	0.458	0
SD+	1.622	0
P5	-0.025	0
P6	-0.197	0
P7	-0.226	0
P8	-0.143	0
P9	-0.093	0
P10	0.847	0
P11	-0.094	0
P12	0.505	0
P13	0.492	0
P14	0.611	0
P15	0.889	0
P16	1.085	0
P17	0.993	0
P18	0.995	0
P19	1.217	0
P20	1.456	1
P21	1.622	0
SD-	0.462	0
SD+	1.626	0
P5	-0.020	0
P6	-0.193	0
P7	-0.222	0
P8	-0.139	0
P9	-0.089	0
P10	0.851	0
P11	-0.090	0
P12	0.509	0
P13	0.496	0
P14	0.615	0
P15	0.893	0
P16	1.089	0
P17	0.997	0
P18	0.999	0
P19	1.221	0
P20	1.459	0
P21	1.626	0
SD-	0.466	0
SD+	1.630	0
P5	-0.016	0
P6	-0.189	0
P7	-0.218	0
P8	-0.135	0
P9	-0.085	0
P10	0.855	0
P11	-0.086	0
P12	0.513	0
P13	0.500	0
P14	0.619	0
P15	0.897	0
P16	1.093	0
P17	1.000	0
P18	1.003	0
P19	1.225	0
P20	1.463	0
P21	1.630	0
SD-	0.470	0
SD+	1.634	0
P5	-0.012	0
P6	-0.185	0
P7	-0.214	0
P8	-0.131	0
P9	-0.081	0
P10	0.859	0
P11	-0.082	0
P12	0.517	0
P13	0.504	0
P14	0.623	0
P15	0.901	0
P16	1.097	0
P17	1.004	0
P18	1.007	0
P19	1.229	0
P20	1.467	0
P21	1.634	0
SD-	0.474	0
SD+	1.638	0
P5	-0.008	0
P6	-0.181	0
P7	-0.210	0
P8	-0.127	0
P9	-0.077	0
P10	0.863	0
P11	-0.078	0
P12	0.521	0
P13	0.508	0
P14	0.627	0
P15	0.905	0
P16	1.101	0
P17	1.008	0
P18	1.011	0
P19	1.233	0
P20	1.471	0
P21	1.638	0
SD-	0.479	0
SD+	1.642	0
P5	-0.004	0
P6	-0.177	0
P7	-0.206	0
P8	-0.123	0
P9	-0.073	0
P10	0.867	0
P11	-0.074	0
P12	0.525	0
P13	0.512	0
P14	0.631	0
P15	0.909	0
P16	1.105	0
P17	1.012	0
P18	1.015	0
P19	1.237	0
P20	1.475	1
P21	1.642	0
SD-	0.483	0
SD+	1.646	0
P5	-0.000	0
P6	-0.173	0
P7	-0.202	0
P8	-0.119	0
P9	-0.069	0
P10	0.871	0
P11	-0.070	0
P12	0.529	0
P13	0.516	0
P14	0.635	0
P15	0.913	0
P16	1.109	0
P17	1.016	0
P18	1.019	0
P19	1.241	0
P20	1.479	0
P21	1.646	0
SD-	0.487	0
SD+	1.650	0
P5	0.004	0
P6	-0.169	0
P7	-0.198	0
P8	-0.115	0
P9	-0.065	0
P10	0.875	0
P11	-0.066	0
P12	0.533	0
P13	0.520	0
P14	0.639	0
P15	0.917	0
P16	1.113	0
P17	1.020	0
P18	1.023	0
P19	1.245	0
P20	1.483	0
P21	1.650	0
SD-	0.491	0
SD+	1.653	0
P5	0.008	0
P6	-0.165	0
P7	-0.194	0
P8	-0.111	0
P9	-0.061	0
P10	0.879	0
P11	-0.062	0
P12	0.537	0
P13	0.524	0
P14	0.643	0
P15	0.921	0
P16	1.117	0
P17	1.024	0
P18	1.026	0
P19	1.249	0
P20	1.487	1
P21	1.654	0
SD-	0.495	0
SD+	1.657	0
P5	0.012	0
P6	-0.161	0
P7	-0.190	0
P8	-0.107	0
P9	-0.057	0
P10	0.883	0
P11	-0.058	0
P12	0.541	0
P13	0.528	0
P14	0.647	0
P15	0.925	0
P16	1.121	0
P17	1.028	0
P18	1.030	0
P19	1.252	0
P20	1.491	0
P21	1.657	0
SD-	0.500	0
SD+	1.661	1
P5	0.016	0
P6	-0.157	0
P7	-0.185	0
P8	-0.103	0
P9	-0.053	0
P10	0.888	0
P11	-0.054	0
P12	0.545	0
P13	0.532	0
P14	0.651	0
P15	0.929	0
P16	1.125	0
P17	1.032	0
P18	1.034	0
P19	1.256	0
P20	1.495	0
P21	1.661	1
SD-	0.504	0
SD+	1.665	0
P5	0.020	0
P6	-0.153	0
P7	-0.181	0
P8	-0.099	0
P9	-0.049	0
P10	0.892	0
P11	-0.050	0
P12	0.548	0
P13	0.535	0
P14	0.655	0
P15	0.932	0
P16	1.129	0
P17	1.036	0
P18	1.038	0
P19	1.260	0
P20	1.499	0
P21	1.665	0
SD-	0.508	0
SD+	1.669	0
P5	0.024	0
P6	-0.149	0
P7	-0.177	0
P8	-0.095	0
P9	-0.045	0
P10	0.896	0
P11	-0.046	0
P12	0.552	0
P13	0.539	0
P14	0.659	0
P15	0.936	0
P16	1.133	0
P17	1.040	0
P18	1.042	0
P19	1.264	0
P20	1.503	0
P21	1.669	0
SD-	0.512	0
SD+	1.673	0
P5	0.029	0
P6	-0.145	0
P7	-0.173	0
P8	-0.090	0
P9	-0.042	0
P10	0.900	0
P11	-0.042	0
P12	0.556	0
P13	0.543	0
P14	0.663	0
P15	0.940	0
P16	1.137	0
P17	1.043	0
P18	1.046	0
P19	1.268	0
P20	1.506	0
P21	1.673	0
SD-	0.516	0
SD+	1.677	0
P5	0.033	0
P6	-0.141	0
P7	-0.169	0
P8	-0.086	0
P9	-0.038	0
P10	0.904	0
P11	-0.038	0
P12	0.560	0
P13	0.547	0
P14	0.667	0
P15	0.944	0
P16	1.140	0
P17	1.047	0
P18	1.050	0
P19	1.272	0
P20	1.510	0
P21	1.677	0
SD-	0.521	0
SD+	1.681	0
P5	0.037	0
P6	-0.137	0
P7	-0.165	0
P8	-0.082	0
P9	-0.034	0
P10	0.908	0
P11	-0.034	0
P12	0.564	0
P13	0.551	0
P14	0.671	0
P15	0.948	0
P16	1.144	0
P17	1.051	0
P18	1.054	0
P19	1.276	0
P20	1.514	3
P21	1.681	0
SD-	0.525	0
SD+	1.685	1
P5	0.041	0
P6	-0.133	0
P7	-0.161	0
P8	-0.078	0
P9	-0.030	0
P10	0.912	0
P11	-0.030	0
P12	0.568	0
P13	0.555	0
P14	0.675	0
P15	0.952	0
P16	1.148	0
P17	1.055	0
P18	1.058	0
P19	1.280	0
P20	1.518	0
P21	1.685	0
SD-	0.529	0
SD+	1.689	0
P5	0.045	0
P6	-0.129	0
P7	-0.157	0
P8	-0.074	0
P9	-0.026	0
P10	0.916	0
P11	-0.026	0
P12	0.572	0
P13	0.559	0
P14	0.679	0
P15	0.956	0
P16	1.152	0
P17	1.059	0
P18	1.062	0
P19	1.284	0
P20	1.522	1
P21	1.689	0
SD-	0.533	0
SD+	1.693	1
P5	0.049	0
P6	-0.125	0
P7	-0.153	0
P8	-0.070	0
P9	-0.022	0
P10	0.920	0
P11	-0.022	0
P12	0.576	0
P13	0.563	0
P14	0.683	0
P15	0.960	0
P16	1.156	0
P17	1.063	0
P18	1.066	0
P19	1.288	0
P20	1.526	0
P21	1.693	0
SD-	0.537	0
SD+	1.697	0
P5	0.053	0
P6	-0.121	0
P7	-0.149	0
P8	-0.066	0
P9	-0.018	0
P10	0.924	0
P11	-0.018	0
P12	0.580	0
P13	0.567	0
P14	0.686	0
P15	0.964	0
P16	1.160	0
P17	1.067	0
P18	1.070	0
P19	1.292	0
P20	1.530	0
P21	1.697	0
SD-	0.542	0
SD+	1.700	0
P5	0.057	0
P6	-0.117	0
P7	-0.145	0
P8	-0.062	0
P9	-0.014	0
P10	0.928	0
P11	-0.014	0
P12	0.584	0
P13	0.571	0
P14	0.690	0
P15	0.968	0
P16	1.164	0
P17	1.071	0
P18	1.074	0
P19	1.296	0
P20	1.534	1
P21	1.700	0
SD-	0.546	0
SD+	1.704	1
P5	0.061	0
P6	-0.113	0
P7	-0.141	0
P8	-0.058	0
P9	-0.010	0
P10	0.932	0
P11	-0.010	0
P12	0.588	0
P13	0.575	0
P14	0.694	0
P15	0.972	0
P16	1.168	0
P17	1.075	0
P18	1.077	0
P19	1.299	0
P20	1.538	0
P21	1.704	0
SD-	0.550	0
SD+	1.708	1
P5	0.065	0
P6	-0.109	0
P7	-0.137	0
P8	-0.054	0
P9	-0.006	0
P10	0.936	0
P11	-0.006	0
P12	0.592	0
P13	0.579	0
P14	0.698	0
P15	0.976	0
P16	1.172	0
P17	1.079	0
P18	1.081	0
P19	1.303	0
P20	1.542	0
P21	1.708	0
SD-	0.554	0
SD+	1.712	0
P5	0.069	0
P6	-0.105	0
P7	-0.133	0
P8	-0.050	0
P9	-0.002	0
P10	0.940	0
P11	-0.002	0
P12	0.596	0
P13	0.583	0
P14	0.702	0
P15	0.980	0
P16	1.176	0
P17	1.083	0
P18	1.085	0
P19	1.307	0
P20	1.546	0
P21	1.712	0
SD-	0.558	0
SD+	1.716	1
P5	0.073	0
P6	-0.101	0
P7	-0.129	0
P8	-0.046	0
P9	0.002	0
P10	0.944	0
P11	0.002	0
P12	0.600	0
P13	0.587	0
P14	0.706	0
P15	0.984	0
P16	1.180	0
P17	1.087	0
P18	1.089	0
P19	1.311	0
P20	1.549	2
P21	1.716	0
SD-	0.563	0
SD+	1.720	0
P5	0.078	0
P6	-0.097	0
P7	-0.125	0
P8	-0.042	0
P9	0.006	0
P10	0.948	0
P11	0.006	0
P12	0.604	0
P13	0.591	0
P14	0.710	0
P15	0.987	0
P16	1.184	0
P17	1.090	0
P18	1.093	0
P19	1.315	0
P20	1.553	0
P21	1.720	0
SD-	0.567	0
SD+	1.724	3
P5	0.082	0
P6	-0.093	0
P7	-0.121	0
P8	-0.038	0
